"","clsc.age.pry.CLSC_code","clsc.age.pry.Age","clsc.age.pry.Count","clsc.age.pry.Sex"
"2626","14113","70-74","1805","Male"
"2627","14114","70-74","1180","Male"
"2628","14121","70-74","2715","Male"
"2629","14122","70-74","2735","Male"
"2630","15111","70-74","1310","Male"
"2631","15121","70-74","1520","Male"
"2632","15131","70-74","1575","Male"
"2633","15141","70-74","950","Male"
"2634","15151","70-74","2145","Male"
"2635","15161","70-74","3190","Male"
"2636","15171","70-74","2845","Male"
"2637","16111","70-74","3125","Male"
"2638","16112","70-74","1715","Male"
"2639","16121","70-74","1300","Male"
"2640","16122","70-74","2690","Male"
"2641","16211","70-74","1340","Male"
"2642","16212","70-74","1505","Male"
"2643","16213","70-74","2570","Male"
"2644","16221","70-74","2765","Male"
"2645","16222","70-74","2010","Male"
"2646","16223","70-74","420","Male"
"2647","16231","70-74","1740","Male"
"2648","16311","70-74","2785","Male"
"2649","16321","70-74","1585","Male"
"2650","16331","70-74","665","Male"
"2651","16341","70-74","1460","Male"
"2652","16342","70-74","1870","Male"
"2653","16343","70-74","625","Male"
"2654","17011","70-74","30","Male"
"2655","17012","70-74","15","Male"
"2656","18011","70-74","125","Male"
"2657","1111","75-79","410","Male"
"2658","1121","75-79","585","Male"
"2659","1131","75-79","450","Male"
"2660","1141","75-79","215","Male"
"2661","1151","75-79","880","Male"
"2662","1161","75-79","325","Male"
"2663","1171","75-79","465","Male"
"2664","1181","75-79","300","Male"
"2665","2111","75-79","545","Male"
"2666","2121","75-79","475","Male"
"2667","2131","75-79","875","Male"
"2668","2141","75-79","1010","Male"
"2669","2151","75-79","1235","Male"
"2670","2161","75-79","375","Male"
"2671","3111","75-79","860","Male"
"2672","3121","75-79","865","Male"
"2673","3122","75-79","780","Male"
"2674","3123","75-79","1385","Male"
"2675","3124","75-79","640","Male"
"2676","3125","75-79","320","Male"
"2677","3126","75-79","895","Male"
"2678","3131","75-79","1090","Male"
"2679","3132","75-79","1625","Male"
"2680","3133","75-79","1185","Male"
"2681","3134","75-79","640","Male"
"2682","3141","75-79","290","Male"
"2683","3142","75-79","320","Male"
"2684","4111","75-79","270","Male"
"2685","4121","75-79","300","Male"
"2686","4122","75-79","220","Male"
"2687","4131","75-79","505","Male"
"2688","4141","75-79","1150","Male"
"2689","4151","75-79","1510","Male"
"2690","4152","75-79","855","Male"
"2691","4161","75-79","425","Male"
"2692","4162","75-79","320","Male"
"2693","4171","75-79","1480","Male"
"2694","4181","75-79","1225","Male"
"2695","4182","75-79","440","Male"
"2696","5111","75-79","990","Male"
"2697","5121","75-79","1600","Male"
"2698","5131","75-79","1060","Male"
"2699","5141","75-79","305","Male"
"2700","5151","75-79","2170","Male"
"2701","5161","75-79","435","Male"
"2702","5171","75-79","275","Male"
"2703","5181","75-79","380","Male"
"2704","5191","75-79","380","Male"
"2705","6111","75-79","1195","Male"
"2706","6112","75-79","990","Male"
"2707","6113","75-79","730","Male"
"2708","6121","75-79","760","Male"
"2709","6122","75-79","1190","Male"
"2710","6211","75-79","875","Male"
"2711","6212","75-79","755","Male"
"2712","6221","75-79","445","Male"
"2713","6222","75-79","585","Male"
"2714","6223","75-79","320","Male"
"2715","6224","75-79","510","Male"
"2716","6225","75-79","940","Male"
"2717","6311","75-79","325","Male"
"2718","6312","75-79","350","Male"
"2719","6313","75-79","805","Male"
"2720","6314","75-79","110","Male"
"2721","6321","75-79","270","Male"
"2722","6322","75-79","320","Male"
"2723","6323","75-79","405","Male"
"2724","6324","75-79","205","Male"
"2725","6411","75-79","885","Male"
"2726","6412","75-79","1150","Male"
"2727","6421","75-79","945","Male"
"2728","6422","75-79","1300","Male"
"2729","6431","75-79","540","Male"
"2730","6432","75-79","315","Male"
"2731","6511","75-79","635","Male"
"2732","6512","75-79","1400","Male"
"2733","6521","75-79","790","Male"
"2734","6522","75-79","780","Male"
"2735","6523","75-79","730","Male"
"2736","6524","75-79","540","Male"
"2737","6531","75-79","865","Male"
"2738","6532","75-79","645","Male"
"2739","6533","75-79","395","Male"
"2740","7111","75-79","360","Male"
"2741","7121","75-79","395","Male"
"2742","7131","75-79","365","Male"
"2743","7141","75-79","465","Male"
"2744","7142","75-79","745","Male"
"2745","7143","75-79","1335","Male"
"2746","7151","75-79","430","Male"
"2747","7152","75-79","360","Male"
"2748","8111","75-79","355","Male"
"2749","8121","75-79","335","Male"
"2750","8131","75-79","545","Male"
"2751","8141","75-79","560","Male"
"2752","8151","75-79","205","Male"
"2753","8152","75-79","55","Male"
"2754","9111","75-79","0","Male"
"2755","9121","75-79","100","Male"
"2756","9122","75-79","105","Male"
"2757","9123","75-79","485","Male"
"2758","9131","75-79","120","Male"
"2759","9141","75-79","455","Male"
"2760","9151","75-79","70","Male"
"2761","9161","75-79","70","Male"
"2762","9171","75-79","5","Male"
"2763","10011","75-79","15","Male"
"2764","10012","75-79","15","Male"
"2765","10013","75-79","25","Male"
"2766","10014","75-79","120","Male"
"2767","11111","75-79","260","Male"
"2768","11112","75-79","415","Male"
"2769","11121","75-79","245","Male"
"2770","11131","75-79","70","Male"
"2771","11132","75-79","245","Male"
"2772","11133","75-79","15","Male"
"2773","11141","75-79","355","Male"
"2774","11211","75-79","235","Male"
"2775","12111","75-79","470","Male"
"2776","12112","75-79","990","Male"
"2777","12113","75-79","850","Male"
"2778","12114","75-79","670","Male"
"2779","12115","75-79","395","Male"
"2780","12121","75-79","885","Male"
"2781","12131","75-79","345","Male"
"2782","12132","75-79","750","Male"
"2783","12141","75-79","330","Male"
"2784","12151","75-79","490","Male"
"2785","12152","75-79","340","Male"
"2786","13111","75-79","1480","Male"
"2787","13112","75-79","925","Male"
"2788","13113","75-79","1385","Male"
"2789","13114","75-79","2190","Male"
"2790","14111","75-79","1100","Male"
"2791","14112","75-79","680","Male"
"2792","14113","75-79","1205","Male"
"2793","14114","75-79","750","Male"
"2794","14121","75-79","1480","Male"
"2795","14122","75-79","1590","Male"
"2796","15111","75-79","800","Male"
"2797","15121","75-79","955","Male"
"2798","15131","75-79","935","Male"
"2799","15141","75-79","570","Male"
"2800","15151","75-79","1295","Male"
"2801","15161","75-79","2065","Male"
"2802","15171","75-79","1750","Male"
"2803","16111","75-79","2165","Male"
"2804","16112","75-79","955","Male"
"2805","16121","75-79","765","Male"
"2806","16122","75-79","1750","Male"
"2807","16211","75-79","940","Male"
"2808","16212","75-79","990","Male"
"2809","16213","75-79","1685","Male"
"2810","16221","75-79","1615","Male"
"2811","16222","75-79","1215","Male"
"2812","16223","75-79","295","Male"
"2813","16231","75-79","975","Male"
"2814","16311","75-79","1675","Male"
"2815","16321","75-79","1000","Male"
"2816","16331","75-79","395","Male"
"2817","16341","75-79","980","Male"
"2818","16342","75-79","1050","Male"
"2819","16343","75-79","400","Male"
"2820","17011","75-79","20","Male"
"2821","17012","75-79","20","Male"
"2822","18011","75-79","65","Male"
"2823","1111","80-84","265","Male"
"2824","1121","80-84","375","Male"
"2825","1131","80-84","230","Male"
"2826","1141","80-84","160","Male"
"2827","1151","80-84","630","Male"
"2828","1161","80-84","195","Male"
"2829","1171","80-84","310","Male"
"2830","1181","80-84","235","Male"
"2831","2111","80-84","360","Male"
"2832","2121","80-84","330","Male"
"2833","2131","80-84","600","Male"
"2834","2141","80-84","675","Male"
"2835","2151","80-84","855","Male"
"2836","2161","80-84","240","Male"
"2837","3111","80-84","550","Male"
"2838","3121","80-84","465","Male"
"2839","3122","80-84","540","Male"
"2840","3123","80-84","1185","Male"
"2841","3124","80-84","520","Male"
"2842","3125","80-84","225","Male"
"2843","3126","80-84","600","Male"
"2844","3131","80-84","595","Male"
"2845","3132","80-84","1065","Male"
"2846","3133","80-84","725","Male"
"2847","3134","80-84","335","Male"
"2848","3141","80-84","175","Male"
"2849","3142","80-84","220","Male"
"2850","4111","80-84","180","Male"
"2851","4121","80-84","215","Male"
"2852","4122","80-84","150","Male"
"2853","4131","80-84","320","Male"
"2854","4141","80-84","855","Male"
"2855","4151","80-84","1060","Male"
"2856","4152","80-84","575","Male"
"2857","4161","80-84","255","Male"
"2858","4162","80-84","230","Male"
"2859","4171","80-84","910","Male"
"2860","4181","80-84","795","Male"
"2861","4182","80-84","275","Male"
"2862","5111","80-84","635","Male"
"2863","5121","80-84","925","Male"
"2864","5131","80-84","630","Male"
"2865","5141","80-84","225","Male"
"2866","5151","80-84","1540","Male"
"2867","5161","80-84","295","Male"
"2868","5171","80-84","170","Male"
"2869","5181","80-84","230","Male"
"2870","5191","80-84","270","Male"
"2871","6111","80-84","940","Male"
"2872","6112","80-84","710","Male"
"2873","6113","80-84","510","Male"
"2874","6121","80-84","630","Male"
"2875","6122","80-84","955","Male"
"2876","6211","80-84","700","Male"
"2877","6212","80-84","605","Male"
"2878","6221","80-84","325","Male"
"2879","6222","80-84","505","Male"
"2880","6223","80-84","220","Male"
"2881","6224","80-84","415","Male"
"2882","6225","80-84","670","Male"
"2883","6311","80-84","175","Male"
"2884","6312","80-84","240","Male"
"2885","6313","80-84","635","Male"
"2886","6314","80-84","60","Male"
"2887","6321","80-84","205","Male"
"2888","6322","80-84","255","Male"
"2889","6323","80-84","220","Male"
"2890","6324","80-84","140","Male"
"2891","6411","80-84","765","Male"
"2892","6412","80-84","895","Male"
"2893","6421","80-84","870","Male"
"2894","6422","80-84","1040","Male"
"2895","6431","80-84","400","Male"
"2896","6432","80-84","270","Male"
"2897","6511","80-84","465","Male"
"2898","6512","80-84","1185","Male"
"2899","6521","80-84","560","Male"
"2900","6522","80-84","650","Male"
"2901","6523","80-84","535","Male"
"2902","6524","80-84","360","Male"
"2903","6531","80-84","795","Male"
"2904","6532","80-84","550","Male"
"2905","6533","80-84","240","Male"
"2906","7111","80-84","205","Male"
"2907","7121","80-84","265","Male"
"2908","7131","80-84","155","Male"
"2909","7141","80-84","265","Male"
"2910","7142","80-84","505","Male"
"2911","7143","80-84","885","Male"
"2912","7151","80-84","265","Male"
"2913","7152","80-84","190","Male"
"2914","8111","80-84","210","Male"
"2915","8121","80-84","225","Male"
"2916","8131","80-84","375","Male"
"2917","8141","80-84","350","Male"
"2918","8151","80-84","160","Male"
"2919","8152","80-84","25","Male"
"2920","9111","80-84","10","Male"
"2921","9121","80-84","85","Male"
"2922","9122","80-84","80","Male"
"2923","9123","80-84","325","Male"
"2924","9131","80-84","65","Male"
"2925","9141","80-84","275","Male"
"2926","9151","80-84","50","Male"
"2927","9161","80-84","40","Male"
"2928","9171","80-84","5","Male"
"2929","10011","80-84","5","Male"
"2930","10012","80-84","5","Male"
"2931","10013","80-84","15","Male"
"2932","10014","80-84","80","Male"
"2933","11111","80-84","175","Male"
"2934","11112","80-84","260","Male"
"2935","11121","80-84","125","Male"
"2936","11131","80-84","40","Male"
"2937","11132","80-84","170","Male"
"2938","11133","80-84","5","Male"
"2939","11141","80-84","205","Male"
"2940","11211","80-84","155","Male"
"2941","12111","80-84","305","Male"
"2942","12112","80-84","565","Male"
"2943","12113","80-84","580","Male"
"2944","12114","80-84","435","Male"
"2945","12115","80-84","280","Male"
"2946","12121","80-84","625","Male"
"2947","12131","80-84","195","Male"
"2948","12132","80-84","475","Male"
"2949","12141","80-84","270","Male"
"2950","12151","80-84","295","Male"
"2951","12152","80-84","225","Male"
"2952","13111","80-84","935","Male"
"2953","13112","80-84","650","Male"
"2954","13113","80-84","1235","Male"
"2955","13114","80-84","1800","Male"
"2956","14111","80-84","630","Male"
"2957","14112","80-84","370","Male"
"2958","14113","80-84","740","Male"
"2959","14114","80-84","375","Male"
"2960","14121","80-84","870","Male"
"2961","14122","80-84","1050","Male"
"2962","15111","80-84","420","Male"
"2963","15121","80-84","545","Male"
"2964","15131","80-84","600","Male"
"2965","15141","80-84","385","Male"
"2966","15151","80-84","750","Male"
"2967","15161","80-84","1260","Male"
"2968","15171","80-84","1145","Male"
"2969","16111","80-84","1485","Male"
"2970","16112","80-84","565","Male"
"2971","16121","80-84","510","Male"
"2972","16122","80-84","1035","Male"
"2973","16211","80-84","610","Male"
"2974","16212","80-84","720","Male"
"2975","16213","80-84","960","Male"
"2976","16221","80-84","910","Male"
"2977","16222","80-84","825","Male"
"2978","16223","80-84","155","Male"
"2979","16231","80-84","610","Male"
"2980","16311","80-84","985","Male"
"2981","16321","80-84","735","Male"
"2982","16331","80-84","230","Male"
"2983","16341","80-84","690","Male"
"2984","16342","80-84","620","Male"
"2985","16343","80-84","265","Male"
"2986","17011","80-84","0","Male"
"2987","17012","80-84","20","Male"
"2988","18011","80-84","45","Male"
"2989","1111","85-89","185","Male"
"2990","1121","85-89","230","Male"
"2991","1131","85-89","135","Male"
"2992","1141","85-89","75","Male"
"2993","1151","85-89","375","Male"
"2994","1161","85-89","120","Male"
"2995","1171","85-89","210","Male"
"2996","1181","85-89","115","Male"
"2997","2111","85-89","185","Male"
"2998","2121","85-89","160","Male"
"2999","2131","85-89","370","Male"
"3000","2141","85-89","360","Male"
"3001","2151","85-89","475","Male"
"3002","2161","85-89","115","Male"
"3003","3111","85-89","320","Male"
"3004","3121","85-89","215","Male"
"3005","3122","85-89","305","Male"
"3006","3123","85-89","740","Male"
"3007","3124","85-89","395","Male"
"3008","3125","85-89","115","Male"
"3009","3126","85-89","400","Male"
"3010","3131","85-89","260","Male"
"3011","3132","85-89","515","Male"
"3012","3133","85-89","415","Male"
"3013","3134","85-89","225","Male"
"3014","3141","85-89","100","Male"
"3015","3142","85-89","115","Male"
"3016","4111","85-89","70","Male"
"3017","4121","85-89","115","Male"
"3018","4122","85-89","95","Male"
"3019","4131","85-89","175","Male"
"3020","4141","85-89","540","Male"
"3021","4151","85-89","650","Male"
"3022","4152","85-89","315","Male"
"3023","4161","85-89","155","Male"
"3024","4162","85-89","135","Male"
"3025","4171","85-89","530","Male"
"3026","4181","85-89","440","Male"
"3027","4182","85-89","115","Male"
"3028","5111","85-89","325","Male"
"3029","5121","85-89","515","Male"
"3030","5131","85-89","315","Male"
"3031","5141","85-89","130","Male"
"3032","5151","85-89","850","Male"
"3033","5161","85-89","180","Male"
"3034","5171","85-89","125","Male"
"3035","5181","85-89","145","Male"
"3036","5191","85-89","125","Male"
"3037","6111","85-89","630","Male"
"3038","6112","85-89","410","Male"
"3039","6113","85-89","285","Male"
"3040","6121","85-89","365","Male"
"3041","6122","85-89","515","Male"
"3042","6211","85-89","565","Male"
"3043","6212","85-89","335","Male"
"3044","6221","85-89","175","Male"
"3045","6222","85-89","325","Male"
"3046","6223","85-89","135","Male"
"3047","6224","85-89","265","Male"
"3048","6225","85-89","460","Male"
"3049","6311","85-89","110","Male"
"3050","6312","85-89","155","Male"
"3051","6313","85-89","305","Male"
"3052","6314","85-89","35","Male"
"3053","6321","85-89","80","Male"
"3054","6322","85-89","150","Male"
"3055","6323","85-89","100","Male"
"3056","6324","85-89","80","Male"
"3057","6411","85-89","450","Male"
"3058","6412","85-89","630","Male"
"3059","6421","85-89","575","Male"
"3060","6422","85-89","585","Male"
"3061","6431","85-89","230","Male"
"3062","6432","85-89","130","Male"
"3063","6511","85-89","295","Male"
"3064","6512","85-89","650","Male"
"3065","6521","85-89","350","Male"
"3066","6522","85-89","355","Male"
"3067","6523","85-89","260","Male"
"3068","6524","85-89","230","Male"
"3069","6531","85-89","530","Male"
"3070","6532","85-89","410","Male"
"3071","6533","85-89","175","Male"
"3072","7111","85-89","115","Male"
"3073","7121","85-89","135","Male"
"3074","7131","85-89","70","Male"
"3075","7141","85-89","135","Male"
"3076","7142","85-89","275","Male"
"3077","7143","85-89","405","Male"
"3078","7151","85-89","135","Male"
"3079","7152","85-89","110","Male"
"3080","8111","85-89","125","Male"
"3081","8121","85-89","90","Male"
"3082","8131","85-89","205","Male"
"3083","8141","85-89","180","Male"
"3084","8151","85-89","105","Male"
"3085","8152","85-89","15","Male"
"3086","9111","85-89","0","Male"
"3087","9121","85-89","30","Male"
"3088","9122","85-89","55","Male"
"3089","9123","85-89","160","Male"
"3090","9131","85-89","35","Male"
"3091","9141","85-89","120","Male"
"3092","9151","85-89","50","Male"
"3093","9161","85-89","25","Male"
"3094","9171","85-89","0","Male"
